"HORAPK";"HORA";"MINUTO";"SEGUNDO";"HORAINGRESO";"HORACIERREAGENCIA";"HORAALMUERZO";"HORASALIDA";"HORALABORABLE"
"154453";"15";"44";"53";"N";"N";"N";"N";"S"
"154454";"15";"44";"54";"N";"N";"N";"N";"S"
"154455";"15";"44";"55";"N";"N";"N";"N";"S"
"154456";"15";"44";"56";"N";"N";"N";"N";"S"
"154457";"15";"44";"57";"N";"N";"N";"N";"S"
"154500";"15";"45";"0";"N";"N";"N";"N";"S"
"154502";"15";"45";"2";"N";"N";"N";"N";"S"
"154504";"15";"45";"4";"N";"N";"N";"N";"S"
"154505";"15";"45";"5";"N";"N";"N";"N";"S"
"154507";"15";"45";"7";"N";"N";"N";"N";"S"
"154508";"15";"45";"8";"N";"N";"N";"N";"S"
"154509";"15";"45";"9";"N";"N";"N";"N";"S"
"154511";"15";"45";"11";"N";"N";"N";"N";"S"
"154512";"15";"45";"12";"N";"N";"N";"N";"S"
"154516";"15";"45";"16";"N";"N";"N";"N";"S"
"154517";"15";"45";"17";"N";"N";"N";"N";"S"
"154518";"15";"45";"18";"N";"N";"N";"N";"S"
"154521";"15";"45";"21";"N";"N";"N";"N";"S"
"154522";"15";"45";"22";"N";"N";"N";"N";"S"
"154523";"15";"45";"23";"N";"N";"N";"N";"S"
"154524";"15";"45";"24";"N";"N";"N";"N";"S"
"154525";"15";"45";"25";"N";"N";"N";"N";"S"
"154528";"15";"45";"28";"N";"N";"N";"N";"S"
"154531";"15";"45";"31";"N";"N";"N";"N";"S"
"154532";"15";"45";"32";"N";"N";"N";"N";"S"
"154533";"15";"45";"33";"N";"N";"N";"N";"S"
"154535";"15";"45";"35";"N";"N";"N";"N";"S"
"154536";"15";"45";"36";"N";"N";"N";"N";"S"
"154537";"15";"45";"37";"N";"N";"N";"N";"S"
"154540";"15";"45";"40";"N";"N";"N";"N";"S"
"154542";"15";"45";"42";"N";"N";"N";"N";"S"
"154543";"15";"45";"43";"N";"N";"N";"N";"S"
"154545";"15";"45";"45";"N";"N";"N";"N";"S"
"154546";"15";"45";"46";"N";"N";"N";"N";"S"
"154549";"15";"45";"49";"N";"N";"N";"N";"S"
"154550";"15";"45";"50";"N";"N";"N";"N";"S"
"154552";"15";"45";"52";"N";"N";"N";"N";"S"
"154553";"15";"45";"53";"N";"N";"N";"N";"S"
"154554";"15";"45";"54";"N";"N";"N";"N";"S"
"154556";"15";"45";"56";"N";"N";"N";"N";"S"
"154558";"15";"45";"58";"N";"N";"N";"N";"S"
"154600";"15";"46";"0";"N";"N";"N";"N";"S"
"154601";"15";"46";"1";"N";"N";"N";"N";"S"
"154604";"15";"46";"4";"N";"N";"N";"N";"S"
"154605";"15";"46";"5";"N";"N";"N";"N";"S"
"154607";"15";"46";"7";"N";"N";"N";"N";"S"
"154608";"15";"46";"8";"N";"N";"N";"N";"S"
"154610";"15";"46";"10";"N";"N";"N";"N";"S"
"154611";"15";"46";"11";"N";"N";"N";"N";"S"
"154612";"15";"46";"12";"N";"N";"N";"N";"S"
"154617";"15";"46";"17";"N";"N";"N";"N";"S"
"154618";"15";"46";"18";"N";"N";"N";"N";"S"
"154619";"15";"46";"19";"N";"N";"N";"N";"S"
"154620";"15";"46";"20";"N";"N";"N";"N";"S"
"154621";"15";"46";"21";"N";"N";"N";"N";"S"
"154622";"15";"46";"22";"N";"N";"N";"N";"S"
"154624";"15";"46";"24";"N";"N";"N";"N";"S"
"154626";"15";"46";"26";"N";"N";"N";"N";"S"
"154628";"15";"46";"28";"N";"N";"N";"N";"S"
"154631";"15";"46";"31";"N";"N";"N";"N";"S"
"154632";"15";"46";"32";"N";"N";"N";"N";"S"
"154633";"15";"46";"33";"N";"N";"N";"N";"S"
"154635";"15";"46";"35";"N";"N";"N";"N";"S"
"154636";"15";"46";"36";"N";"N";"N";"N";"S"
"154638";"15";"46";"38";"N";"N";"N";"N";"S"
"154640";"15";"46";"40";"N";"N";"N";"N";"S"
"154641";"15";"46";"41";"N";"N";"N";"N";"S"
"154642";"15";"46";"42";"N";"N";"N";"N";"S"
"154646";"15";"46";"46";"N";"N";"N";"N";"S"
"154647";"15";"46";"47";"N";"N";"N";"N";"S"
"154648";"15";"46";"48";"N";"N";"N";"N";"S"
"154649";"15";"46";"49";"N";"N";"N";"N";"S"
"154652";"15";"46";"52";"N";"N";"N";"N";"S"
"154654";"15";"46";"54";"N";"N";"N";"N";"S"
"154655";"15";"46";"55";"N";"N";"N";"N";"S"
"154656";"15";"46";"56";"N";"N";"N";"N";"S"
"154657";"15";"46";"57";"N";"N";"N";"N";"S"
"154700";"15";"47";"0";"N";"N";"N";"N";"S"
"154701";"15";"47";"1";"N";"N";"N";"N";"S"
"154704";"15";"47";"4";"N";"N";"N";"N";"S"
"154706";"15";"47";"6";"N";"N";"N";"N";"S"
"154707";"15";"47";"7";"N";"N";"N";"N";"S"
"154708";"15";"47";"8";"N";"N";"N";"N";"S"
"154709";"15";"47";"9";"N";"N";"N";"N";"S"
"154710";"15";"47";"10";"N";"N";"N";"N";"S"
"154713";"15";"47";"13";"N";"N";"N";"N";"S"
"154716";"15";"47";"16";"N";"N";"N";"N";"S"
"154717";"15";"47";"17";"N";"N";"N";"N";"S"
"154718";"15";"47";"18";"N";"N";"N";"N";"S"
"154720";"15";"47";"20";"N";"N";"N";"N";"S"
"154722";"15";"47";"22";"N";"N";"N";"N";"S"
"154723";"15";"47";"23";"N";"N";"N";"N";"S"
"154724";"15";"47";"24";"N";"N";"N";"N";"S"
"154725";"15";"47";"25";"N";"N";"N";"N";"S"
"154728";"15";"47";"28";"N";"N";"N";"N";"S"
"154731";"15";"47";"31";"N";"N";"N";"N";"S"
"154732";"15";"47";"32";"N";"N";"N";"N";"S"
"154734";"15";"47";"34";"N";"N";"N";"N";"S"
"154735";"15";"47";"35";"N";"N";"N";"N";"S"
"154736";"15";"47";"36";"N";"N";"N";"N";"S"
"154737";"15";"47";"37";"N";"N";"N";"N";"S"
"154741";"15";"47";"41";"N";"N";"N";"N";"S"
"154742";"15";"47";"42";"N";"N";"N";"N";"S"
"154743";"15";"47";"43";"N";"N";"N";"N";"S"
"154745";"15";"47";"45";"N";"N";"N";"N";"S"
"154746";"15";"47";"46";"N";"N";"N";"N";"S"
"154748";"15";"47";"48";"N";"N";"N";"N";"S"
"154750";"15";"47";"50";"N";"N";"N";"N";"S"
"154752";"15";"47";"52";"N";"N";"N";"N";"S"
"154753";"15";"47";"53";"N";"N";"N";"N";"S"
"154755";"15";"47";"55";"N";"N";"N";"N";"S"
"154756";"15";"47";"56";"N";"N";"N";"N";"S"
"154757";"15";"47";"57";"N";"N";"N";"N";"S"
"154800";"15";"48";"0";"N";"N";"N";"N";"S"
"154802";"15";"48";"2";"N";"N";"N";"N";"S"
"154804";"15";"48";"4";"N";"N";"N";"N";"S"
"154805";"15";"48";"5";"N";"N";"N";"N";"S"
"154806";"15";"48";"6";"N";"N";"N";"N";"S"
"154809";"15";"48";"9";"N";"N";"N";"N";"S"
"154810";"15";"48";"10";"N";"N";"N";"N";"S"
"154811";"15";"48";"11";"N";"N";"N";"N";"S"
"154812";"15";"48";"12";"N";"N";"N";"N";"S"
"154816";"15";"48";"16";"N";"N";"N";"N";"S"
"154818";"15";"48";"18";"N";"N";"N";"N";"S"
"154819";"15";"48";"19";"N";"N";"N";"N";"S"
"154820";"15";"48";"20";"N";"N";"N";"N";"S"
"154821";"15";"48";"21";"N";"N";"N";"N";"S"
"154823";"15";"48";"23";"N";"N";"N";"N";"S"
"154824";"15";"48";"24";"N";"N";"N";"N";"S"
"154825";"15";"48";"25";"N";"N";"N";"N";"S"
"154828";"15";"48";"28";"N";"N";"N";"N";"S"
"154831";"15";"48";"31";"N";"N";"N";"N";"S"
"154832";"15";"48";"32";"N";"N";"N";"N";"S"
"154833";"15";"48";"33";"N";"N";"N";"N";"S"
"154834";"15";"48";"34";"N";"N";"N";"N";"S"
"171511";"17";"15";"11";"N";"N";"N";"S";"S"
"171513";"17";"15";"13";"N";"N";"N";"S";"S"
"171514";"17";"15";"14";"N";"N";"N";"S";"S"
"171515";"17";"15";"15";"N";"N";"N";"S";"S"
"171516";"17";"15";"16";"N";"N";"N";"S";"S"
"171519";"17";"15";"19";"N";"N";"N";"S";"S"
"171520";"17";"15";"20";"N";"N";"N";"S";"S"
"171521";"17";"15";"21";"N";"N";"N";"S";"S"
"171522";"17";"15";"22";"N";"N";"N";"S";"S"
"171523";"17";"15";"23";"N";"N";"N";"S";"S"
"171526";"17";"15";"26";"N";"N";"N";"S";"S"
"171527";"17";"15";"27";"N";"N";"N";"S";"S"
"171529";"17";"15";"29";"N";"N";"N";"S";"S"
"171530";"17";"15";"30";"N";"N";"N";"S";"S"
"171531";"17";"15";"31";"N";"N";"N";"S";"S"
"171532";"17";"15";"32";"N";"N";"N";"S";"S"
"171534";"17";"15";"34";"N";"N";"N";"S";"S"
"171535";"17";"15";"35";"N";"N";"N";"S";"S"
"171536";"17";"15";"36";"N";"N";"N";"S";"S"
"171539";"17";"15";"39";"N";"N";"N";"S";"S"
"171540";"17";"15";"40";"N";"N";"N";"S";"S"
"171542";"17";"15";"42";"N";"N";"N";"S";"S"
"171543";"17";"15";"43";"N";"N";"N";"S";"S"
"171544";"17";"15";"44";"N";"N";"N";"S";"S"
"171545";"17";"15";"45";"N";"N";"N";"S";"S"
"171546";"17";"15";"46";"N";"N";"N";"S";"S"
"171547";"17";"15";"47";"N";"N";"N";"S";"S"
"171550";"17";"15";"50";"N";"N";"N";"S";"S"
"171552";"17";"15";"52";"N";"N";"N";"S";"S"
"171553";"17";"15";"53";"N";"N";"N";"S";"S"
"171554";"17";"15";"54";"N";"N";"N";"S";"S"
"171555";"17";"15";"55";"N";"N";"N";"S";"S"
"171556";"17";"15";"56";"N";"N";"N";"S";"S"
"171558";"17";"15";"58";"N";"N";"N";"S";"S"
"171600";"17";"16";"0";"N";"N";"N";"S";"S"
"171601";"17";"16";"1";"N";"N";"N";"S";"S"
"171602";"17";"16";"2";"N";"N";"N";"S";"S"
"171604";"17";"16";"4";"N";"N";"N";"S";"S"
"171606";"17";"16";"6";"N";"N";"N";"S";"S"
"171607";"17";"16";"7";"N";"N";"N";"S";"S"
"171608";"17";"16";"8";"N";"N";"N";"S";"S"
"171611";"17";"16";"11";"N";"N";"N";"S";"S"
"171612";"17";"16";"12";"N";"N";"N";"S";"S"
"171613";"17";"16";"13";"N";"N";"N";"S";"S"
"171615";"17";"16";"15";"N";"N";"N";"S";"S"
"171617";"17";"16";"17";"N";"N";"N";"S";"S"
"171619";"17";"16";"19";"N";"N";"N";"S";"S"
"171620";"17";"16";"20";"N";"N";"N";"S";"S"
"171622";"17";"16";"22";"N";"N";"N";"S";"S"
"171625";"17";"16";"25";"N";"N";"N";"S";"S"
"171626";"17";"16";"26";"N";"N";"N";"S";"S"
"171627";"17";"16";"27";"N";"N";"N";"S";"S"
"171628";"17";"16";"28";"N";"N";"N";"S";"S"
"171629";"17";"16";"29";"N";"N";"N";"S";"S"
"171631";"17";"16";"31";"N";"N";"N";"S";"S"
"171635";"17";"16";"35";"N";"N";"N";"S";"S"
"171636";"17";"16";"36";"N";"N";"N";"S";"S"
"171638";"17";"16";"38";"N";"N";"N";"S";"S"
"171639";"17";"16";"39";"N";"N";"N";"S";"S"
"171640";"17";"16";"40";"N";"N";"N";"S";"S"
"171641";"17";"16";"41";"N";"N";"N";"S";"S"
"171643";"17";"16";"43";"N";"N";"N";"S";"S"
"171645";"17";"16";"45";"N";"N";"N";"S";"S"
"171647";"17";"16";"47";"N";"N";"N";"S";"S"
"171649";"17";"16";"49";"N";"N";"N";"S";"S"
"171650";"17";"16";"50";"N";"N";"N";"S";"S"
"171653";"17";"16";"53";"N";"N";"N";"S";"S"
"171654";"17";"16";"54";"N";"N";"N";"S";"S"
"171655";"17";"16";"55";"N";"N";"N";"S";"S"
"171656";"17";"16";"56";"N";"N";"N";"S";"S"
"171659";"17";"16";"59";"N";"N";"N";"S";"S"
"171700";"17";"17";"0";"N";"N";"N";"S";"S"
"171702";"17";"17";"2";"N";"N";"N";"S";"S"
"171704";"17";"17";"4";"N";"N";"N";"S";"S"
"171706";"17";"17";"6";"N";"N";"N";"S";"S"
"171707";"17";"17";"7";"N";"N";"N";"S";"S"
"171708";"17";"17";"8";"N";"N";"N";"S";"S"
"171711";"17";"17";"11";"N";"N";"N";"S";"S"
"171713";"17";"17";"13";"N";"N";"N";"S";"S"
"171714";"17";"17";"14";"N";"N";"N";"S";"S"
"171715";"17";"17";"15";"N";"N";"N";"S";"S"
"171716";"17";"17";"16";"N";"N";"N";"S";"S"
"171718";"17";"17";"18";"N";"N";"N";"S";"S"
"171721";"17";"17";"21";"N";"N";"N";"S";"S"
"171723";"17";"17";"23";"N";"N";"N";"S";"S"
"171724";"17";"17";"24";"N";"N";"N";"S";"S"
"171725";"17";"17";"25";"N";"N";"N";"S";"S"
"171727";"17";"17";"27";"N";"N";"N";"S";"S"
"171728";"17";"17";"28";"N";"N";"N";"S";"S"
"171730";"17";"17";"30";"N";"N";"N";"S";"S"
"171731";"17";"17";"31";"N";"N";"N";"S";"S"
"171735";"17";"17";"35";"N";"N";"N";"S";"S"
"171736";"17";"17";"36";"N";"N";"N";"S";"S"
"171737";"17";"17";"37";"N";"N";"N";"S";"S"
"171739";"17";"17";"39";"N";"N";"N";"S";"S"
"171741";"17";"17";"41";"N";"N";"N";"S";"S"
"171742";"17";"17";"42";"N";"N";"N";"S";"S"
"171743";"17";"17";"43";"N";"N";"N";"S";"S"
"171744";"17";"17";"44";"N";"N";"N";"S";"S"
"171746";"17";"17";"46";"N";"N";"N";"S";"S"
"171750";"17";"17";"50";"N";"N";"N";"S";"S"
"171751";"17";"17";"51";"N";"N";"N";"S";"S"
"171752";"17";"17";"52";"N";"N";"N";"S";"S"
"171753";"17";"17";"53";"N";"N";"N";"S";"S"
"171755";"17";"17";"55";"N";"N";"N";"S";"S"
"171756";"17";"17";"56";"N";"N";"N";"S";"S"
"171759";"17";"17";"59";"N";"N";"N";"S";"S"
"171800";"17";"18";"0";"N";"N";"N";"S";"S"
"171802";"17";"18";"2";"N";"N";"N";"S";"S"
"171804";"17";"18";"4";"N";"N";"N";"S";"S"
"171805";"17";"18";"5";"N";"N";"N";"S";"S"
"171807";"17";"18";"7";"N";"N";"N";"S";"S"
"171809";"17";"18";"9";"N";"N";"N";"S";"S"
"171811";"17";"18";"11";"N";"N";"N";"S";"S"
"171812";"17";"18";"12";"N";"N";"N";"S";"S"
"171813";"17";"18";"13";"N";"N";"N";"S";"S"
"171814";"17";"18";"14";"N";"N";"N";"S";"S"
"171817";"17";"18";"17";"N";"N";"N";"S";"S"
"171819";"17";"18";"19";"N";"N";"N";"S";"S"
"171820";"17";"18";"20";"N";"N";"N";"S";"S"
"171823";"17";"18";"23";"N";"N";"N";"S";"S"
"171824";"17";"18";"24";"N";"N";"N";"S";"S"
"171826";"17";"18";"26";"N";"N";"N";"S";"S"
"171827";"17";"18";"27";"N";"N";"N";"S";"S"
"171828";"17";"18";"28";"N";"N";"N";"S";"S"
"171830";"17";"18";"30";"N";"N";"N";"S";"S"
"171831";"17";"18";"31";"N";"N";"N";"S";"S"
"171835";"17";"18";"35";"N";"N";"N";"S";"S"
"171837";"17";"18";"37";"N";"N";"N";"S";"S"
"171838";"17";"18";"38";"N";"N";"N";"S";"S"
"171839";"17";"18";"39";"N";"N";"N";"S";"S"
"171840";"17";"18";"40";"N";"N";"N";"S";"S"
"171841";"17";"18";"41";"N";"N";"N";"S";"S"
"171842";"17";"18";"42";"N";"N";"N";"S";"S"
"171845";"17";"18";"45";"N";"N";"N";"S";"S"
"171847";"17";"18";"47";"N";"N";"N";"S";"S"
"171849";"17";"18";"49";"N";"N";"N";"S";"S"
"171851";"17";"18";"51";"N";"N";"N";"S";"S"
"171852";"17";"18";"52";"N";"N";"N";"S";"S"
"171854";"17";"18";"54";"N";"N";"N";"S";"S"
"171855";"17";"18";"55";"N";"N";"N";"S";"S"
"171856";"17";"18";"56";"N";"N";"N";"S";"S"
"171859";"17";"18";"59";"N";"N";"N";"S";"S"
"171900";"17";"19";"0";"N";"N";"N";"S";"S"
"171901";"17";"19";"1";"N";"N";"N";"S";"S"
"171905";"17";"19";"5";"N";"N";"N";"S";"S"
"171906";"17";"19";"6";"N";"N";"N";"S";"S"
"171907";"17";"19";"7";"N";"N";"N";"S";"S"
"171908";"17";"19";"8";"N";"N";"N";"S";"S"
"171910";"17";"19";"10";"N";"N";"N";"S";"S"
"171913";"17";"19";"13";"N";"N";"N";"S";"S"
"171914";"17";"19";"14";"N";"N";"N";"S";"S"
"171915";"17";"19";"15";"N";"N";"N";"S";"S"
"171916";"17";"19";"16";"N";"N";"N";"S";"S"
"171919";"17";"19";"19";"N";"N";"N";"S";"S"
"171920";"17";"19";"20";"N";"N";"N";"S";"S"
"171923";"17";"19";"23";"N";"N";"N";"S";"S"
"171924";"17";"19";"24";"N";"N";"N";"S";"S"
"171926";"17";"19";"26";"N";"N";"N";"S";"S"
"171927";"17";"19";"27";"N";"N";"N";"S";"S"
"171928";"17";"19";"28";"N";"N";"N";"S";"S"
"171929";"17";"19";"29";"N";"N";"N";"S";"S"
"171931";"17";"19";"31";"N";"N";"N";"S";"S"
"171935";"17";"19";"35";"N";"N";"N";"S";"S"
"171936";"17";"19";"36";"N";"N";"N";"S";"S"
"171937";"17";"19";"37";"N";"N";"N";"S";"S"
"171938";"17";"19";"38";"N";"N";"N";"S";"S"
"171941";"17";"19";"41";"N";"N";"N";"S";"S"
"171942";"17";"19";"42";"N";"N";"N";"S";"S"
"171943";"17";"19";"43";"N";"N";"N";"S";"S"
"171944";"17";"19";"44";"N";"N";"N";"S";"S"
"171947";"17";"19";"47";"N";"N";"N";"S";"S"
"171950";"17";"19";"50";"N";"N";"N";"S";"S"
"171951";"17";"19";"51";"N";"N";"N";"S";"S"
"171952";"17";"19";"52";"N";"N";"N";"S";"S"
"171954";"17";"19";"54";"N";"N";"N";"S";"S"
"171955";"17";"19";"55";"N";"N";"N";"S";"S"
"171956";"17";"19";"56";"N";"N";"N";"S";"S"
"171959";"17";"19";"59";"N";"N";"N";"S";"S"
"172001";"17";"20";"1";"N";"N";"N";"S";"S"
"172002";"17";"20";"2";"N";"N";"N";"S";"S"
"172004";"17";"20";"4";"N";"N";"N";"S";"S"
"172005";"17";"20";"5";"N";"N";"N";"S";"S"
"172006";"17";"20";"6";"N";"N";"N";"S";"S"
"172009";"17";"20";"9";"N";"N";"N";"S";"S"
"172011";"17";"20";"11";"N";"N";"N";"S";"S"
"172012";"17";"20";"12";"N";"N";"N";"S";"S"
"172013";"17";"20";"13";"N";"N";"N";"S";"S"
"172015";"17";"20";"15";"N";"N";"N";"S";"S"
"172016";"17";"20";"16";"N";"N";"N";"S";"S"
"172019";"17";"20";"19";"N";"N";"N";"S";"S"
"172020";"17";"20";"20";"N";"N";"N";"S";"S"
"172023";"17";"20";"23";"N";"N";"N";"S";"S"
"172024";"17";"20";"24";"N";"N";"N";"S";"S"
"172025";"17";"20";"25";"N";"N";"N";"S";"S"
"172027";"17";"20";"27";"N";"N";"N";"S";"S"
"172029";"17";"20";"29";"N";"N";"N";"S";"S"
"172030";"17";"20";"30";"N";"N";"N";"S";"S"
"172031";"17";"20";"31";"N";"N";"N";"S";"S"
"172034";"17";"20";"34";"N";"N";"N";"S";"S"
"172037";"17";"20";"37";"N";"N";"N";"S";"S"
"172038";"17";"20";"38";"N";"N";"N";"S";"S"
"172039";"17";"20";"39";"N";"N";"N";"S";"S"
"172040";"17";"20";"40";"N";"N";"N";"S";"S"
"172041";"17";"20";"41";"N";"N";"N";"S";"S"
"172043";"17";"20";"43";"N";"N";"N";"S";"S"
"172044";"17";"20";"44";"N";"N";"N";"S";"S"
"172047";"17";"20";"47";"N";"N";"N";"S";"S"
"172050";"17";"20";"50";"N";"N";"N";"S";"S"
"172051";"17";"20";"51";"N";"N";"N";"S";"S"
"172052";"17";"20";"52";"N";"N";"N";"S";"S"
"172053";"17";"20";"53";"N";"N";"N";"S";"S"
"172055";"17";"20";"55";"N";"N";"N";"S";"S"
"132420";"13";"24";"20";"N";"N";"S";"N";"S"
"132422";"13";"24";"22";"N";"N";"S";"N";"S"
"132423";"13";"24";"23";"N";"N";"S";"N";"S"
"132424";"13";"24";"24";"N";"N";"S";"N";"S"
"132425";"13";"24";"25";"N";"N";"S";"N";"S"
"132428";"13";"24";"28";"N";"N";"S";"N";"S"
"132429";"13";"24";"29";"N";"N";"S";"N";"S"
"132430";"13";"24";"30";"N";"N";"S";"N";"S"
"132431";"13";"24";"31";"N";"N";"S";"N";"S"
"132432";"13";"24";"32";"N";"N";"S";"N";"S"
"132435";"13";"24";"35";"N";"N";"S";"N";"S"
"132436";"13";"24";"36";"N";"N";"S";"N";"S"
"132438";"13";"24";"38";"N";"N";"S";"N";"S"
"132439";"13";"24";"39";"N";"N";"S";"N";"S"
"132440";"13";"24";"40";"N";"N";"S";"N";"S"
"132441";"13";"24";"41";"N";"N";"S";"N";"S"
"132443";"13";"24";"43";"N";"N";"S";"N";"S"
"132444";"13";"24";"44";"N";"N";"S";"N";"S"
"132445";"13";"24";"45";"N";"N";"S";"N";"S"
"132448";"13";"24";"48";"N";"N";"S";"N";"S"
"132449";"13";"24";"49";"N";"N";"S";"N";"S"
"132451";"13";"24";"51";"N";"N";"S";"N";"S"
"132452";"13";"24";"52";"N";"N";"S";"N";"S"
"132453";"13";"24";"53";"N";"N";"S";"N";"S"
"132454";"13";"24";"54";"N";"N";"S";"N";"S"
"132455";"13";"24";"55";"N";"N";"S";"N";"S"
"132456";"13";"24";"56";"N";"N";"S";"N";"S"
"132459";"13";"24";"59";"N";"N";"S";"N";"S"
"132501";"13";"25";"1";"N";"N";"S";"N";"S"
"132502";"13";"25";"2";"N";"N";"S";"N";"S"
"132503";"13";"25";"3";"N";"N";"S";"N";"S"
"132504";"13";"25";"4";"N";"N";"S";"N";"S"
"132505";"13";"25";"5";"N";"N";"S";"N";"S"
"132507";"13";"25";"7";"N";"N";"S";"N";"S"
"132509";"13";"25";"9";"N";"N";"S";"N";"S"
"132510";"13";"25";"10";"N";"N";"S";"N";"S"
"132512";"13";"25";"12";"N";"N";"S";"N";"S"
"132513";"13";"25";"13";"N";"N";"S";"N";"S"
"132515";"13";"25";"15";"N";"N";"S";"N";"S"
"132516";"13";"25";"16";"N";"N";"S";"N";"S"
"132517";"13";"25";"17";"N";"N";"S";"N";"S"
"132520";"13";"25";"20";"N";"N";"S";"N";"S"
"132521";"13";"25";"21";"N";"N";"S";"N";"S"
"132522";"13";"25";"22";"N";"N";"S";"N";"S"
"132524";"13";"25";"24";"N";"N";"S";"N";"S"
"132527";"13";"25";"27";"N";"N";"S";"N";"S"
"132528";"13";"25";"28";"N";"N";"S";"N";"S"
"132529";"13";"25";"29";"N";"N";"S";"N";"S"
"132531";"13";"25";"31";"N";"N";"S";"N";"S"
"132534";"13";"25";"34";"N";"N";"S";"N";"S"
"132535";"13";"25";"35";"N";"N";"S";"N";"S"
"132536";"13";"25";"36";"N";"N";"S";"N";"S"
"132537";"13";"25";"37";"N";"N";"S";"N";"S"
"132538";"13";"25";"38";"N";"N";"S";"N";"S"
"132541";"13";"25";"41";"N";"N";"S";"N";"S"
"132544";"13";"25";"44";"N";"N";"S";"N";"S"
"132545";"13";"25";"45";"N";"N";"S";"N";"S"
"132546";"13";"25";"46";"N";"N";"S";"N";"S"
"132548";"13";"25";"48";"N";"N";"S";"N";"S"
"132549";"13";"25";"49";"N";"N";"S";"N";"S"
"132550";"13";"25";"50";"N";"N";"S";"N";"S"
"132552";"13";"25";"52";"N";"N";"S";"N";"S"
"132553";"13";"25";"53";"N";"N";"S";"N";"S"
"132557";"13";"25";"57";"N";"N";"S";"N";"S"
"132558";"13";"25";"58";"N";"N";"S";"N";"S"
"132559";"13";"25";"59";"N";"N";"S";"N";"S"
"132602";"13";"26";"2";"N";"N";"S";"N";"S"
"132603";"13";"26";"3";"N";"N";"S";"N";"S"
"132604";"13";"26";"4";"N";"N";"S";"N";"S"
"132605";"13";"26";"5";"N";"N";"S";"N";"S"
"132607";"13";"26";"7";"N";"N";"S";"N";"S"
"132609";"13";"26";"9";"N";"N";"S";"N";"S"
"132612";"13";"26";"12";"N";"N";"S";"N";"S"
"132613";"13";"26";"13";"N";"N";"S";"N";"S"
"132614";"13";"26";"14";"N";"N";"S";"N";"S"
"132616";"13";"26";"16";"N";"N";"S";"N";"S"
"132617";"13";"26";"17";"N";"N";"S";"N";"S"
"132620";"13";"26";"20";"N";"N";"S";"N";"S"
"132621";"13";"26";"21";"N";"N";"S";"N";"S"
"132623";"13";"26";"23";"N";"N";"S";"N";"S"
"132624";"13";"26";"24";"N";"N";"S";"N";"S"
"132626";"13";"26";"26";"N";"N";"S";"N";"S"
"132627";"13";"26";"27";"N";"N";"S";"N";"S"
"132630";"13";"26";"30";"N";"N";"S";"N";"S"
"132632";"13";"26";"32";"N";"N";"S";"N";"S"
"132633";"13";"26";"33";"N";"N";"S";"N";"S"
"132634";"13";"26";"34";"N";"N";"S";"N";"S"
"132635";"13";"26";"35";"N";"N";"S";"N";"S"
"132637";"13";"26";"37";"N";"N";"S";"N";"S"
"132639";"13";"26";"39";"N";"N";"S";"N";"S"
"132641";"13";"26";"41";"N";"N";"S";"N";"S"
"132644";"13";"26";"44";"N";"N";"S";"N";"S"
"132645";"13";"26";"45";"N";"N";"S";"N";"S"
"132646";"13";"26";"46";"N";"N";"S";"N";"S"
"132648";"13";"26";"48";"N";"N";"S";"N";"S"
"132649";"13";"26";"49";"N";"N";"S";"N";"S"
"132651";"13";"26";"51";"N";"N";"S";"N";"S"
"132652";"13";"26";"52";"N";"N";"S";"N";"S"
"132653";"13";"26";"53";"N";"N";"S";"N";"S"
"132658";"13";"26";"58";"N";"N";"S";"N";"S"
"132659";"13";"26";"59";"N";"N";"S";"N";"S"
"132700";"13";"27";"0";"N";"N";"S";"N";"S"
"132701";"13";"27";"1";"N";"N";"S";"N";"S"
"132702";"13";"27";"2";"N";"N";"S";"N";"S"
"132703";"13";"27";"3";"N";"N";"S";"N";"S"
"132705";"13";"27";"5";"N";"N";"S";"N";"S"
"132708";"13";"27";"8";"N";"N";"S";"N";"S"
"132709";"13";"27";"9";"N";"N";"S";"N";"S"
"132712";"13";"27";"12";"N";"N";"S";"N";"S"
"132713";"13";"27";"13";"N";"N";"S";"N";"S"
"132714";"13";"27";"14";"N";"N";"S";"N";"S"
"132716";"13";"27";"16";"N";"N";"S";"N";"S"
"132717";"13";"27";"17";"N";"N";"S";"N";"S"
"132720";"13";"27";"20";"N";"N";"S";"N";"S"
"132721";"13";"27";"21";"N";"N";"S";"N";"S"
"132722";"13";"27";"22";"N";"N";"S";"N";"S"
"132723";"13";"27";"23";"N";"N";"S";"N";"S"
"132727";"13";"27";"27";"N";"N";"S";"N";"S"
"132728";"13";"27";"28";"N";"N";"S";"N";"S"
"132729";"13";"27";"29";"N";"N";"S";"N";"S"
"132731";"13";"27";"31";"N";"N";"S";"N";"S"
"132733";"13";"27";"33";"N";"N";"S";"N";"S"
"132735";"13";"27";"35";"N";"N";"S";"N";"S"
"132736";"13";"27";"36";"N";"N";"S";"N";"S"
"132737";"13";"27";"37";"N";"N";"S";"N";"S"
"132738";"13";"27";"38";"N";"N";"S";"N";"S"
"132741";"13";"27";"41";"N";"N";"S";"N";"S"
"132744";"13";"27";"44";"N";"N";"S";"N";"S"
"132745";"13";"27";"45";"N";"N";"S";"N";"S"
"132747";"13";"27";"47";"N";"N";"S";"N";"S"
"132748";"13";"27";"48";"N";"N";"S";"N";"S"
